Team,Player Name,Jersey Number,Height,Weight,Position,Academic Year,Hometown,High School,Club,Bio Link
Misericordia,Benjamin Clendening,6,"6'6""",,MB,Jr.,"Langhorne, PA",Neshaminy,,/sports/mens-volleyball/roster/benjamin-clendening/16167
Misericordia,Richie Ragonese,7,"5'10""",,L,So.,"Stony Brook, NY",Ward Melville,,/sports/mens-volleyball/roster/richie-ragonese/16176
Misericordia,Gannon DeFrain,8,"5'11""",,S,Sr.,"Allentown, PA",Emmaus,,/sports/mens-volleyball/roster/gannon-defrain/16168
Misericordia,Logan Romeika,9,"6'0""",,PH,Jr.,"Macedon, NY",Penfield,,/sports/mens-volleyball/roster/logan-romeika/16177
Misericordia,Isaac Griffin,10,"6'6""",,MB,Fy,"Wake Forest, NC",Heritage,,/sports/mens-volleyball/roster/isaac-griffin/16179
Misericordia,Isaac Drake,11,"6'4""",,MB,Fy,"Kingsley, PA",Mountain View,,/sports/mens-volleyball/roster/isaac-drake/16180
Misericordia,Jared Piontkowski,13,"6'10""",,PH,Sr.,"Nanticoke, PA",Holy Redeemer,,/sports/mens-volleyball/roster/jared-piontkowski/16175
Misericordia,Anthony DePalma,15,"6'2""",,PH,Gr.,"Wayne, NJ",Wayne Valley,,/sports/mens-volleyball/roster/anthony-depalma/16169
Misericordia,Connor McGee,16,"6'0""",,PH,So.,"Pelion, SC",Northside Christian Academy,,/sports/mens-volleyball/roster/connor-mcgee/16174
Misericordia,Peter Breski,17,"6'2""",,S,Fy,"Cranberry Township, PA",Seneca Valley,,/sports/mens-volleyball/roster/peter-breski/16181
Misericordia,Andrew George,21,"6'0""",,S,So.,"Syracuse, NY",Cicero North,,/sports/mens-volleyball/roster/andrew-george/16171
Misericordia,Noah Reen,22,"6'2""",,RS,Fy,"Lancaster, PA",Penn Manor,,/sports/mens-volleyball/roster/noah-reen/16182
Misericordia,Thomas Young,24,"6'3""",,PH,Gr.,"Branchburg, NJ",,,/sports/mens-volleyball/roster/thomas-young/16183
Misericordia,Matt Albrecht,25,"6'3""",,PH,Sr.,"Shavertown, PA",Holy Redeemer,,/sports/mens-volleyball/roster/matt-albrecht/16166
Misericordia,Joe Kozak,33,"6'5""",,MB,Jr.,"York, PA",Red Lion,,/sports/mens-volleyball/roster/joe-kozak/16173
Baruch,Wen Cheung,1,"5'9""",,DS,Jr.,"Brooklyn, N.Y.",Midwood,,/sports/mens-volleyball/roster/wen-cheung/4353
Baruch,Ari Osmanaj,2,"6'3""",,MH,So.,"New York, N.Y.",Quest to Learn,,/sports/mens-volleyball/roster/ari-osmanaj/4360
Baruch,Jackson Newcomb,3,"6'1""",148 lbs,S/OPP,Fr.,"Chester, Virginia",Thomas Dale,,/sports/mens-volleyball/roster/jackson-newcomb/4369
Baruch,Aleksandr Howard,4,"6'4""",186 lbs,MB,Jr.,"Peyton, Colorado",The Vanguard School,,/sports/mens-volleyball/roster/aleksandr-howard/4355
Baruch,Jack Centeno,5,"6'1""",170 lbs,OH,Jr.,"Fair Lawn, N.J.",Fair Lawn,,/sports/mens-volleyball/roster/jack-centeno/4352
Baruch,Kairos Liang,6,"5'11""",,OH,Fr.,"Fresh Meadows, N.Y.",Francis Lewis,,/sports/mens-volleyball/roster/kairos-liang/4368
Baruch,Peter Gavroff,7,"6'4""",185 lbs,OH,So.,"New York City, N.Y.",James Madison,,/sports/mens-volleyball/roster/peter-gavroff/4366
Baruch,Zachary Yao,8,"6'0""",,DS,So.,"New York, N.Y.",Baruch College Campus,,/sports/mens-volleyball/roster/zachary-yao/4362
Baruch,Ryan Oommen,9,"5'9""",130 lbs,S,Jr.,"Elmont, N.Y.",Sewanhaka,,/sports/mens-volleyball/roster/ryan-oommen/4358
Baruch,Juancarlos Henriquez,10,"6'0""",175 lbs,OPP/MH,Jr.,"Farmingdale, N.Y.",Eleanor Roosevelt,,/sports/mens-volleyball/roster/juancarlos-henriquez/4354
Baruch,Naoki Tani,11,"5'7""",150 lbs,L,Sr.,"Tokyo, Japan",Matsudo International,,/sports/mens-volleyball/roster/naoki-tani/4361
Baruch,Gorton Law,12,"5'10""",,L/DS,So.,"Elmhurst, N.Y.",Queens H.S. for Language Studies,,/sports/mens-volleyball/roster/gorton-law/4357
Baruch,David Tang,13,"5'9""",,DS,Fr.,"Brooklyn, N.Y.",Stuyvesant,,/sports/mens-volleyball/roster/david-tang/4367
Baruch,Haoxin Hu,14,"6'5""",160 lbs,MB/OPP,Jr.,"Staten Island, N.Y.",Edward. R. Murrow,,/sports/mens-volleyball/roster/haoxin-hu/4356
Baruch,Argjend Osmanaj,16,"6'2""",,OPP/OH,So.,"New York, N.Y.",Quest to Learn,,/sports/mens-volleyball/roster/argjend-osmanaj/4359
Baruch,Davidson Claros,22,"6'1""",,OH,So.,"Far Rockaway, N.Y.",Lawrence,,/sports/mens-volleyball/roster/davidson-claros/4370
Cairn,Josh Adler,2,"5'10""",160 lbs,S,Jr.,"Levittown, PA",,,/sports/mens-volleyball/roster/josh-adler/4532
Cairn,Noah Ruiz Esparza,5,"5'9""",175 lbs,OH,Gr.,"Levittown, PA",,,/sports/mens-volleyball/roster/noah-ruiz-esparza/4536
Cairn,Jesse Stuart,6,"6'0""",165 lbs,OH,So.,"Chattanooga, TN",,,/sports/mens-volleyball/roster/jesse-stuart/4537
Cairn,Sam Poirier,12,"6'2""",170 lbs,OH,So.,"Nogyang, South Korea",,,/sports/mens-volleyball/roster/sam-poirier/4535
Cairn,Kobe Cash,13,"6'0""",190 lbs,L,Jr.,"Yardley, PA",,,/sports/mens-volleyball/roster/kobe-cash/4533
Cairn,Joe Poirier,15,"6'7""",235 lbs,OPP,Gr.,"Nogyang, South Korea",,,/sports/mens-volleyball/roster/joe-poirier/4534
St Elizabeth,Jerry Chablay,1,"5'9""",,L,So.,"Hackensack, NJ",,,/sports/mens-volleyball/roster/jerry-chablay/3519
St Elizabeth,Diego Rondon,2,"6'0""",,S,Jr.,"Kearny, NJ",,,/sports/mens-volleyball/roster/diego-rondon/3520
St Elizabeth,Sam Lugo,3,"6'3""",,MB,Sr.,"Hackensack, NJ",Hackensack,,/sports/mens-volleyball/roster/sam-lugo/3521
St Elizabeth,Eusebio Veras,4,"6'5""",,MB,Fr.,"Passaic, NJ",Passaic Charter,,/sports/mens-volleyball/roster/eusebio-veras/3528
St Elizabeth,Kennedy Ibezim,5,"6'4""",,MB,So.,"West Orange, NJ",West Orange,,/sports/mens-volleyball/roster/kennedy-ibezim/3522
St Elizabeth,Kodi Peters,7,"6'1""",,OH,Gr.,"Bergenfield, NJ",Bergenfield,,/sports/mens-volleyball/roster/kodi-peters/3532
St Elizabeth,Enock Joachim,8,"6'1""",,RS,So.,"Irvington, NJ",Irvington HS,,/sports/mens-volleyball/roster/enock-joachim/3523
St Elizabeth,Jameel Wright,10,"6'0""",,OH,So.,"Newark, NJ",Eagle Academy Newark,,/sports/mens-volleyball/roster/jameel-wright/3533
St Elizabeth,Alberto Torres Vidal,12,"5'8""",,S,Jr.,"Paterson, NJ",Paterson East Side,,/sports/mens-volleyball/roster/alberto-torres-vidal/3617
St Elizabeth,Eddy Pena,13,"6'0""",,RS,Sr.,"Passaic, NJ",Passaic,,/sports/mens-volleyball/roster/eddy-pena/3524
St Elizabeth,Brad Mahoney,14,"5'11""",,L/DS,Sr.,"Allenwood, NJ",Wall Township High School,,/sports/mens-volleyball/roster/brad-mahoney/3525
St Elizabeth,Francisco Jardinez,15,"6'1""",,S,Fr.,"Passaic, NJ",,,/sports/mens-volleyball/roster/francisco-jardinez/3534
St Elizabeth,Kyzier Kelly,16,"6'1""",,MB/RS,So.,"Jackson, NJ",Jackson Memorial HS,,/sports/mens-volleyball/roster/kyzier-kelly/3526
Illinois Wesleyan,Patrick Dasbach,1,"6'3""",,OH,So.,"Lombard, Ill.",Willowbrook,,/sports/mens-volleyball/roster/patrick-dasbach/20079
Illinois Wesleyan,Ben Zima,2,"5'11""",,L/OH,Fr.,"Glen Ellyn, Ill.",Glenbard South,,/sports/mens-volleyball/roster/ben-zima/20100
Illinois Wesleyan,Ryan Myers,3,"6'1""",,OH/OPP,Sr.,"Hawthorn Woods, Ill.",Stevenson,,/sports/mens-volleyball/roster/ryan-myers/20086
Illinois Wesleyan,Jace Milka,4,"6'1""",,OH/L,Jr.,"Bolingbrook, Ill.",Plainfield East,,/sports/mens-volleyball/roster/jace-milka/20085
Illinois Wesleyan,Dylan McKeon,5,"6'2""",,OH/OPP,Fr.,"Chicago, Ill.",St. Laurence,,/sports/mens-volleyball/roster/dylan-mckeon/20095
Illinois Wesleyan,Cael Whitchurch,6,"6'0""",,S,Fr.,"Lemont, Ill.",Lemont,,/sports/mens-volleyball/roster/cael-whitchurch/20093
Illinois Wesleyan,Ethan Kuziela,7,"6'6""",,S/OPP,Fr.,"Chicago, Ill.",Marist,,/sports/mens-volleyball/roster/ethan-kuziela/20092
Illinois Wesleyan,Charlie Bialek,8,"6'3""",,MB,Fr.,"Bolingbrook, Ill.",Bolingbrook,,/sports/mens-volleyball/roster/charlie-bialek/20099
Illinois Wesleyan,Lane Sunley,9,"6'2""",,MB,Fr.,"Flossmoor, Ill.",Homewood Flossmoor,,/sports/mens-volleyball/roster/lane-sunley/20098
Illinois Wesleyan,Wilson Spaulding,10,"6'4""",,MB,Fr.,"Tuscon, Ariz.",Catalina Foothills,,/sports/mens-volleyball/roster/wilson-spaulding/20163
Illinois Wesleyan,Gavin Rohlwing,11,"6'4""",,MB,Fr.,"Tower Lake, Ill.",Barrington,,/sports/mens-volleyball/roster/gavin-rohlwing/20097
Illinois Wesleyan,Trey Marek,13,"6'2""",,OH/OPP,Fr.,"Frankfort, Ill.",Lincoln-Way East,,/sports/mens-volleyball/roster/trey-marek/20094
Illinois Wesleyan,Vince DiCosola,16,"6'1""",,S,Sr.,"Aurora, Ill.",Oswego East,,/sports/mens-volleyball/roster/vince-dicosola/20080
Illinois Wesleyan,Luke Hartke,18,"6'6""",,OH,Sr.,"Barrington, Ill.",Barrington,,/sports/mens-volleyball/roster/luke-hartke/20081
Illinois Wesleyan,Jake Kougan,21,"6'3""",,MB,Sr.,"Frankfort, Ill.",Lincoln-Way East,,/sports/mens-volleyball/roster/jake-kougan/20083
Illinois Wesleyan,Daniel Overstreet,23,"6'1""",,OH/OPP,Fr.,"Oswego, Ill.",Oswego,,/sports/mens-volleyball/roster/daniel-overstreet/20096
Illinois Wesleyan,Hayden Warfield,25,"6'7""",,OPP,Jr.,"Dakar, Senegal",Dakar Academy,,/sports/mens-volleyball/roster/hayden-warfield/20089
Illinois Wesleyan,Ethan Keutzer,29,"6'2""",,S,So.,"St. Louis, Mo.",St. Louis University High,,/sports/mens-volleyball/roster/ethan-keutzer/20082
Illinois Wesleyan,Bryce Williams,31,"6'2""",,OH,So.,"Chicago, Ill.",Whitney M. Young,,/sports/mens-volleyball/roster/bryce-williams/20091
Illinois Wesleyan,Brenden Reutter,34,"6'4""",,S,So.,"Frankfort, Ill.",Lincoln-Way East,,/sports/mens-volleyball/roster/brenden-reutter/20087
Neumann,Brandon Baskerville,1,"5'5""",,L/OH,Sr.,"Philadelphia, Pa.",Cardinal O'Hara,,/sports/mens-volleyball/roster/brandon-baskerville/15495
Neumann,Christian DeMarco,2,"5'6""",,L,Fy.,"Woolwich, N.J.",Kingsway,,/sports/mens-volleyball/roster/christian-demarco/15500
Neumann,Trey Edmonds,3,"6'0""",,OPP,Fy.,"Mechanicsburg, Pa.",Cumberland Valley,,/sports/mens-volleyball/roster/trey-edmonds/15501
Neumann,Dan Barckholtz,4,"5'11""",,S,Gr.,"Whitehouse Station, N.J.",Hunterdon Central,,/sports/mens-volleyball/roster/dan-barckholtz/15506
Neumann,Victor John,7,"6'0""",,OH/OPP,Fy.,"Stratford, N.J.",,,/sports/mens-volleyball/roster/victor-john/15508
Neumann,Isaiah Raye-Ryan,9,"6'1""",,MB/OPP,So.,"Philadelphia, Pa.",Carver School of Engineering,,/sports/mens-volleyball/roster/isaiah-raye-ryan/15498
Neumann,JP Perdomo,11,"5'10""",,OH,Fy.,"Wilmington, Del.",John Dickinson,,/sports/mens-volleyball/roster/jp-perdomo/15504
Neumann,Mark Bourgoeis,14,"6'3""",,MB/OPP,Fy.,"Wilmington, Del.",Mount Pleasant,,/sports/mens-volleyball/roster/mark-bourgoeis/15507
Neumann,Christian Johnson,17,"5'10""",,OH/S,Jr.,"Allentown, Pa.",William Allen,,/sports/mens-volleyball/roster/christian-johnson/15497
Neumann,Veryl Burns,31,"6'7""",,MH,So.,"Wilmington, Del.",Salesianum,,/sports/mens-volleyball/roster/veryl-burns/15496
Neumann,Mason Fleisher,33,"6'3""",,OPP/MB,Fy.,"Flemington, N.J.",Hunterdon Central,,/sports/mens-volleyball/roster/mason-fleisher/15502
UCSC,Andrew Pak,1,"6'1""",,Setter,So.,"Moraga, CA",Campolindo HS,,/sports/mens-volleyball/roster/andrew-pak/6833
UCSC,AJ Contreras,2,"6'5""",,Outside Hitter,Fy.,"Upland, CA",Upland HS,,/sports/mens-volleyball/roster/aj-contreras/6944
UCSC,Liam Popejoy,3,"6'7""",,Middle Blocker,Fy.,"San Jose, CA",Leigh HS,,/sports/mens-volleyball/roster/liam-popejoy/6948
UCSC,Logan Taylor,4,"6'0""",,Setter,So.,"Fresno, CA",Sanger HS,,/sports/mens-volleyball/roster/logan-taylor/6837
UCSC,Kaden Kavanaugh,5,"6'2""",,Middle Blocker,So.,"Newport Beach, CA",Corona Del Mar HS,,/sports/mens-volleyball/roster/kaden-kavanaugh/6829
UCSC,Kyle Ownbey,6,"6'4""",,Middle Blocker,So.,"Cupertino, CA",Cupertino HS,,/sports/mens-volleyball/roster/kyle-ownbey/6832
UCSC,David Polster,7,"6'2""",,Outside Hitter,Jr.,"St. Louis, MO",Orange Coast Coll.,,/sports/mens-volleyball/roster/david-polster/6947
UCSC,Marcus Donchuanchom,8,"5'8""",,Libero/DS,Jr.,"San Leandro, CA",Moreau Catholic HS,,/sports/mens-volleyball/roster/marcus-donchuanchom/6823
UCSC,Ethan Makishima,9,"6'6""",,Middle,Gr.,"Mountain View, CA",Mountain View HS,,/sports/mens-volleyball/roster/ethan-makishima/6830
UCSC,Jordan Adejumo,10,"5'11""",,Outside Hitter,So.,"London, ENG",Wilson's Grammar School,,/sports/mens-volleyball/roster/jordan-adejumo/6821
UCSC,Riley Norman,11,"6'0""",,Outside Hitter,Jr.,"Redondo Beach, CA",Redondo Union HS,,/sports/mens-volleyball/roster/riley-norman/6831
UCSC,Johndiego White,12,"6'2""",,Setter/Opposite,Jr.,"Los Angeles, CA",Venice HS,,/sports/mens-volleyball/roster/johndiego-white/6839
UCSC,Noy Fisher,13,"6'4""",,Opposite,Jr.,"San Jose, CA",Leland HS,,/sports/mens-volleyball/roster/noy-fisher/6826
UCSC,Adrian Parra,14,"6'4""",,Middle Blocker,Fy.,"Huntington Beach, CA",Los Alamitos HS,,/sports/mens-volleyball/roster/adrian-parra/6946
UCSC,Ryan Williams,15,"6'6""",,OPP,Jr.,"Eastvale, CA",Eleanor Roosevelt HS,,/sports/mens-volleyball/roster/ryan-williams/6950
UCSC,Dylan Foreman,16,"6'5""",,Outside Hitter/Opposite,Sr.,"Santa Barbara, CA",Santa Barbara HS,,/sports/mens-volleyball/roster/dylan-foreman/6827
UCSC,Caio Valente,17,"5'11""",,Setter,Jr.,"Campbell, CA",De Anza College,,/sports/mens-volleyball/roster/caio-valente/6949
UCSC,Griffin Hotchkiss,19,"6'5""",,Setter,Fy.,"Conifer, CO",Jefferson Country Open HS,,/sports/mens-volleyball/roster/griffin-hotchkiss/6945
UCSC,Cebrián Carter,22,"6'4""",,Outside Hitter,Jr.,"Concord, CA",De La Salle HS,,/sports/mens-volleyball/roster/cebri-aacute-n-carter/6822
UCSC,Evan Erickson,23,"6'5""",,Middle Blocker,So.,"San Diego, CA",Westview HS,,/sports/mens-volleyball/roster/evan-erickson/6824
UCSC,Nico Espinoza,25,"6'2""",,Outside Hitter/Opposite,Sr.,"Syracuse, NY",,,/sports/mens-volleyball/roster/nico-espinoza/6825
